No    	Word                	Translate           	Count 	Freq 	Cum_Freq
1099  	urgently            	                    	1     	0.0243%	95.5209%
1100  	mobilisation        	                    	1     	0.0243%	95.5453%
1101  	outlined            	                    	1     	0.0243%	95.5696%
1102  	achieve             	                    	1     	0.0243%	95.5940%
1103  	national            	                    	1     	0.0243%	95.6183%
1104  	reductions          	                    	1     	0.0243%	95.6426%
1105  	helping             	                    	1     	0.0243%	95.6670%
1106  	adapt               	                    	1     	0.0243%	95.6913%
1107  	clearly             	                    	1     	0.0243%	95.7157%
1108  	generation          	                    	1     	0.0243%	95.7400%
1109  	want                	                    	1     	0.0243%	95.7644%
1110  	remembered          	                    	1     	0.0243%	95.7887%
1111  	tyrants             	                    	1     	0.0243%	95.8130%
1112  	pioneers            	                    	1     	0.0243%	95.8374%
1113  	critical            	                    	1     	0.0243%	95.8617%
1114  	unfair              	                    	1     	0.0243%	95.8861%
1115  	aims                	                    	1     	0.0243%	95.9104%
1116  	beneficial          	                    	1     	0.0243%	95.9348%
1117  	sole                	                    	1     	0.0243%	95.9591%
1118  	call                	                    	1     	0.0243%	95.9834%
1119  	needn't             	                    	1     	0.0243%	96.0078%
1120  	worry               	                    	1     	0.0243%	96.0321%
1121  	consume             	                    	1     	0.0243%	96.0565%
1122  	better              	                    	1     	0.0243%	96.0808%
1123  	able                	                    	1     	0.0243%	96.1052%
1124  	cope                	                    	1     	0.0243%	96.1295%
1125  	hardly              	                    	1     	0.0243%	96.1538%
1126  	pay                 	                    	1     	0.0243%	96.1782%
1127  	anything            	                    	1     	0.0243%	96.2025%
1128  	caused              	                    	1     	0.0243%	96.2269%
1129  	effects             	                    	1     	0.0243%	96.2512%
1130  	affecting           	                    	1     	0.0243%	96.2756%
1131  	compare             	                    	1     	0.0243%	96.2999%
1132  	smokers             	                    	1     	0.0243%	96.3242%
1133  	environmental       	                    	1     	0.0243%	96.3486%
1134  	conditions          	                    	1     	0.0243%	96.3729%
1135  	bear                	                    	1     	0.0243%	96.3973%
1136  	unaware             	                    	1     	0.0243%	96.4216%
1137  	say                 	                    	1     	0.0243%	96.4460%
1138  	motivate            	                    	1     	0.0243%	96.4703%
1139  	carbon              	                    	1     	0.0243%	96.4946%
1140  	final               	                    	1     	0.0243%	96.5190%
1141  	where               	                    	1     	0.0243%	96.5433%
1142  	clarification       	                    	1     	0.0243%	96.5677%
1143  	worldwide           	                    	1     	0.0243%	96.5920%
1144  	urgent              	                    	1     	0.0243%	96.6164%
1145  	realise             	                    	1     	0.0243%	96.6407%
1146  	encouraging         	                    	1     	0.0243%	96.6650%
1147  	initiative          	                    	1     	0.0243%	96.6894%
1148  	calling             	                    	1     	0.0243%	96.7137%
1149  	concerned           	                    	1     	0.0243%	96.7381%
1150  	joint               	                    	1     	0.0243%	96.7624%
1151  	effect              	                    	1     	0.0243%	96.7868%
1152  	behaviors--drinking 	                    	1     	0.0243%	96.8111%
1153  	cigarettes          	                    	1     	0.0243%	96.8354%
1154  	skipping            	                    	1     	0.0243%	96.8598%
1155  	school--can         	                    	1     	0.0243%	96.8841%
1156  	alert               	                    	1     	0.0243%	96.9085%
1157  	serious             	                    	1     	0.0243%	96.9328%
1158  	brewing             	                    	1     	0.0243%	96.9572%
1159  	finds               	                    	1     	0.0243%	96.9815%
1160  	there's             	                    	1     	0.0243%	97.0058%
1161  	danger              	                    	1     	0.0243%	97.0302%
1162  	psychiatric         	                    	1     	0.0243%	97.0545%
1163  	course              	                    	1     	0.0243%	97.0789%
1164  	description         	                    	1     	0.0243%	97.1032%
1165  	teenager            	                    	1     	0.0243%	97.1276%
1166  	planet              	                    	1     	0.0243%	97.1519%
1167  	warns               	                    	1     	0.0243%	97.1762%
1168  	engage              	                    	1     	0.0243%	97.2006%
1169  	practices           	                    	1     	0.0243%	97.2249%
1170  	extreme             	                    	1     	0.0243%	97.2493%
1171  	truly               	                    	1     	0.0243%	97.2736%
1172  	jeopardy            	                    	1     	0.0243%	97.2980%
1173  	usually             	                    	1     	0.0243%	97.3223%
1174  	red                 	                    	1     	0.0243%	97.3466%
1175  	flag                	                    	1     	0.0243%	97.3710%
1176  	young               	                    	1     	0.0243%	97.3953%
1177  	dubbed              	                    	1     	0.0243%	97.4197%
1178  	they're             	                    	1     	0.0243%	97.4440%
1179  	greater             	                    	1     	0.0243%	97.4684%
1180  	falling             	                    	1     	0.0243%	97.4927%
1181  	cracks              	                    	1     	0.0243%	97.5170%
1182  	researcher          	                    	1     	0.0243%	97.5414%
1183  	clinicians          	                    	1     	0.0243%	97.5657%
1184  	react               	                    	1     	0.0243%	97.5901%
1185  	adolescent          	                    	1     	0.0243%	97.6144%
1186  	drunk               	                    	1     	0.0243%	97.6388%
1187  	overlook            	                    	1     	0.0243%	97.6631%
1188  	engaging            	                    	1     	0.0243%	97.6874%
1189  	inconspicuous       	                    	1     	0.0243%	97.7118%
1190  	surveyed            	                    	1     	0.0243%	97.7361%
1191  	analyzed            	                    	1     	0.0243%	97.7605%
1192  	excessive           	                    	1     	0.0243%	97.7848%
1193  	drug                	                    	1     	0.0243%	97.8092%
1194  	truancy             	                    	1     	0.0243%	97.8335%
1195  	aim                 	                    	1     	0.0243%	97.8578%
1196  	determine           	                    	1     	0.0243%	97.8822%
1197  	relationship        	                    	1     	0.0243%	97.9065%
1198  	demonstrated        	                    	1     	0.0243%	97.9309%
1199  	none                	                    	1     	0.0243%	97.9552%
1200  	five                	                    	1     	0.0243%	97.9796%
1201  	day                 	                    	1     	0.0243%	98.0039%
1202  	slept               	                    	1     	0.0243%	98.0282%
1203  	six                 	                    	1     	0.0243%	98.0526%
1204  	night               	                    	1     	0.0243%	98.0769%
1205  	neglected           	                    	1     	0.0243%	98.1013%
1206  	healthy             	                    	1     	0.0243%	98.1256%
1207  	activities          	                    	1     	0.0243%	98.1500%
1208  	likely              	                    	1     	0.0243%	98.1743%
1209  	reported            	                    	1     	0.0243%	98.1986%
1210  	depressed           	                    	1     	0.0243%	98.2230%
1211  	compared            	                    	1     	0.0243%	98.2473%
1212  	wasn't              	                    	1     	0.0243%	98.2717%
1213  	behind              	                    	1     	0.0243%	98.2960%
1214  	set                 	                    	1     	0.0243%	98.3204%
1215  	exhibiting          	                    	1     	0.0243%	98.3447%
1216  	findings            	                    	1     	0.0243%	98.3690%
1217  	caught              	                    	1     	0.0243%	98.3934%
1218  	off                 	                    	1     	0.0243%	98.4177%
1219  	guard               	                    	1     	0.0243%	98.4421%
1220  	surprised           	                    	1     	0.0243%	98.4664%
1221  	obvious             	                    	1     	0.0243%	98.4907%
1222  	unexpected          	                    	1     	0.0243%	98.5151%
1223  	distinct            	                    	1     	0.0243%	98.5394%
1224  	large--nearly       	                    	1     	0.0243%	98.5638%
1225  	sample--that        	                    	1     	0.0243%	98.5881%
1226  	became              	                    	1     	0.0243%	98.6125%
1227  	key                 	                    	1     	0.0243%	98.6368%
1228  	signs               	                    	1     	0.0243%	98.6611%
1229  	health-care         	                    	1     	0.0243%	98.6855%
1230  	providers           	                    	1     	0.0243%	98.7098%
1231  	early               	                    	1     	0.0243%	98.7342%
1232  	identification      	                    	1     	0.0243%	98.7585%
1233  	turning             	                    	1     	0.0243%	98.7829%
1234  	full-blown          	                    	1     	0.0243%	98.8072%
1235  	disorders           	                    	1     	0.0243%	98.8315%
1236  	saying              	                    	1     	0.0243%	98.8559%
1237  	lines               	                    	1     	0.0243%	98.8802%
1238  	para                	                    	1     	0.0243%	98.9046%
1239  	large               	                    	1     	0.0243%	98.9289%
1240  	numbers             	                    	1     	0.0243%	98.9533%
1241  	conspicuous         	                    	1     	0.0243%	98.9776%
1242  	observed            	                    	1     	0.0243%	99.0019%
1243  	common              	                    	1     	0.0243%	99.0263%
1244  	lifestyles          	                    	1     	0.0243%	99.0506%
1245  	changed             	                    	1     	0.0243%	99.0750%
1246  	greatly             	                    	1     	0.0243%	99.0993%
1247  	resort              	                    	1     	0.0243%	99.1237%
1248  	relief              	                    	1     	0.0243%	99.1480%
1249  	lot                 	                    	1     	0.0243%	99.1723%
1250  	hitherto            	                    	1     	0.0243%	99.1967%
1251  	unobserved          	                    	1     	0.0243%	99.2210%
1252  	youngsters          	                    	1     	0.0243%	99.2454%
1253  	researchers         	                    	1     	0.0243%	99.2697%
1254  	refer               	                    	1     	0.0243%	99.2941%
1255  	threat              	                    	1     	0.0243%	99.3184%
1256  	society             	                    	1     	0.0243%	99.3427%
1257  	constitute          	                    	1     	0.0243%	99.3671%
1258  	warning             	                    	1     	0.0243%	99.3914%
1259  	signal              	                    	1     	0.0243%	99.4158%
1260  	towards             	                    	1     	0.0243%	99.4401%
1261  	earth               	                    	1     	0.0243%	99.4645%
1262  	find                	                    	1     	0.0243%	99.4888%
1263  	liable              	                    	1     	0.0243%	99.5131%
1264  	showing             	                    	1     	0.0243%	99.5375%
1265  	demonstrate         	                    	1     	0.0243%	99.5618%
1266  	peers               	                    	1     	0.0243%	99.5862%
1267  	attract             	                    	1     	0.0243%	99.6105%
1268  	significance        	                    	1     	0.0243%	99.6349%
1269  	carli's             	                    	1     	0.0243%	99.6592%
1270  	offers              	                    	1     	0.0243%	99.6835%
1271  	signals             	                    	1     	0.0243%	99.7079%
1272  	identifying         	                    	1     	0.0243%	99.7322%
1273  	trouble             	                    	1     	0.0243%	99.7566%
1274  	ideal               	                    	1     	0.0243%	99.7809%
1275  	handle              	                    	1     	0.0243%	99.8053%
1276  	behavioral          	                    	1     	0.0243%	99.8296%
1277  	sheds               	                    	1     	0.0243%	99.8539%
1278  	light               	                    	1     	0.0243%	99.8783%
1279  	trigger             	                    	1     	0.0243%	99.9026%
1280  	translation         	                    	1     	0.0243%	99.9270%
1281  	translate           	                    	1     	0.0243%	99.9513%
1282  	chinese             	                    	1     	0.0243%	99.9757%
1283  	english             	                    	1     	0.0243%	100.0000%
